,Edmonton,Fredericton,Ottawa,St. John's,Moncton,Calgary,Montreal,Toronto,Vancouver,Victoria,Quebec,Regina,Saskatoon,Winnipeg,Halifax
2016-01-18,6,8,8,7,8.0,5.0,8.0,2.0,1.0,1.0,,,,,
2016-01-19,7,9,9,8,9.0,6.0,9.0,3.0,2.0,2.0,,,,,
2016-01-20,8,10,10,9,10.0,7.0,0.0,4.0,3.0,0.0,,,,,
2016-01-21,9,11,0,10,0.0,8.0,0.0,5.0,0.0,0.0,,,,,
2016-01-22,10,0,0,11,1.0,9.0,0.0,6.0,0.0,0.0,,,,,
2016-01-23,11,1,1,12,2.0,10.0,1.0,7.0,1.0,1.0,,,,,
2016-01-24,12,2,2,13,3.0,11.0,2.0,8.0,2.0,2.0,,,,,
2016-01-25,13,3,0,14,4.0,12.0,0.0,0.0,3.0,3.0,,,,,
2016-01-26,0,0,0,15,0.0,13.0,0.0,0.0,4.0,0.0,,,,,
2016-01-27,0,1,1,0,0.0,14.0,0.0,0.0,0.0,1.0,,,,,
2016-01-28,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2016-01-29,0,1,0,2,0.0,1.0,0.0,1.0,1.0,1.0,,,,,
2016-01-30,0,2,1,0,0.0,2.0,0.0,0.0,2.0,2.0,,,,,
2016-01-31,0,3,2,1,0.0,0.0,0.0,0.0,0.0,3.0,,,,,
2016-02-01,1,0,0,0,0.0,1.0,0.0,0.0,1.0,4.0,,,,,
2016-02-02,2,1,0,0,1.0,2.0,0.0,0.0,2.0,5.0,,,,,
2016-02-03,3,0,0,1,0.0,0.0,0.0,0.0,3.0,6.0,,,,,
2016-02-04,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2016-02-05,0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,
2016-02-06,0,2,2,0,0.0,0.0,0.0,0.0,2.0,2.0,,,,,
2016-02-07,0,3,3,0,0.0,1.0,0.0,0.0,3.0,3.0,,,,,
2016-02-08,0,4,4,1,0.0,0.0,1.0,0.0,4.0,0.0,,,,,
2016-02-09,0,5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2016-02-10,0,6,6,0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,
2016-02-11,1,7,7,1,2.0,0.0,0.0,1.0,2.0,2.0,,,,,
2016-02-12,2,8,8,2,3.0,1.0,0.0,2.0,0.0,0.0,,,,,
2016-02-13,0,9,9,3,4.0,2.0,1.0,3.0,1.0,1.0,,,,,
2016-02-14,0,10,10,4,5.0,0.0,2.0,4.0,2.0,0.0,,,,,
2016-02-15,1,11,11,5,6.0,1.0,0.0,0.0,0.0,0.0,,,,,
2016-02-16,0,0,12,6,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
2016-02-17,0,0,13,0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,
2016-02-18,1,1,14,0,0.0,0.0,1.0,1.0,1.0,3.0,,,,,
2016-02-19,2,2,0,1,1.0,1.0,2.0,0.0,2.0,4.0,,,,,
2016-02-20,3,0,0,2,0.0,0.0,0.0,0.0,0.0,5.0,,,,,
2016-02-21,0,0,1,3,0.0,0.0,1.0,0.0,1.0,6.0,,,,,
2016-02-22,0,1,2,4,1.0,0.0,2.0,1.0,0.0,7.0,,,,,
2016-02-23,1,2,3,5,2.0,1.0,3.0,0.0,1.0,8.0,,,,,
2016-02-24,2,3,4,6,3.0,2.0,4.0,0.0,0.0,0.0,,,,,
2016-02-25,0,0,5,0,0.0,0.0,5.0,0.0,0.0,0.0,,,,,
2016-02-26,0,0,6,0,0.0,0.0,6.0,0.0,0.0,0.0,,,,,
2016-02-27,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
2016-02-28,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
2016-02-29,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2016-03-01,1,0,1,0,0.0,1.0,1.0,1.0,0.0,0.0,,,,,
2016-03-02,2,0,2,0,0.0,0.0,2.0,2.0,0.0,1.0,,,,,
2016-03-03,0,1,3,0,1.0,0.0,3.0,3.0,0.0,0.0,,,,,
2016-03-04,0,2,4,1,2.0,0.0,4.0,4.0,0.0,0.0,,,,,
2016-03-05,0,3,5,0,3.0,0.0,5.0,0.0,0.0,0.0,,,,,
2016-03-06,1,4,6,0,4.0,1.0,6.0,0.0,0.0,0.0,,,,,
2016-03-07,2,5,7,1,0.0,0.0,0.0,0.0,1.0,1.0,,,,,
2016-03-08,3,6,8,2,0.0,1.0,0.0,0.0,2.0,2.0,,,,,
2016-03-09,4,7,0,3,0.0,2.0,0.0,0.0,3.0,3.0,,,,,
2016-03-10,0,0,1,0,0.0,0.0,1.0,0.0,0.0,4.0,,,,,
2016-03-11,0,1,2,1,1.0,1.0,2.0,1.0,1.0,5.0,,,,,
2016-03-12,1,2,3,2,2.0,2.0,0.0,0.0,2.0,6.0,,,,,
2016-03-13,2,3,4,3,3.0,3.0,0.0,0.0,3.0,7.0,,,,,
2016-03-14,3,4,5,4,4.0,4.0,0.0,1.0,4.0,8.0,,,,,
2016-03-15,4,5,6,5,5.0,5.0,0.0,0.0,0.0,9.0,,,,,
2016-03-16,0,0,0,6,0.0,6.0,0.0,0.0,1.0,10.0,,,,,
2016-03-17,1,1,1,0,1.0,7.0,0.0,0.0,2.0,11.0,,,,,
2016-03-18,2,2,2,0,2.0,8.0,0.0,0.0,3.0,0.0,,,,,
2016-03-19,0,3,3,0,3.0,9.0,1.0,1.0,0.0,0.0,,,,,
2016-03-20,0,4,4,1,4.0,0.0,2.0,2.0,1.0,1.0,,,,,
2016-03-21,0,5,5,2,5.0,0.0,0.0,3.0,0.0,2.0,,,,,
2016-03-22,1,6,6,3,6.0,1.0,0.0,0.0,0.0,0.0,,,,,
2016-03-23,0,7,7,4,0.0,0.0,1.0,0.0,1.0,0.0,,,,,
2016-03-24,0,8,8,5,1.0,0.0,2.0,1.0,2.0,1.0,,,,,
2016-03-25,0,9,9,6,2.0,1.0,3.0,2.0,3.0,2.0,,,,,
2016-03-26,0,10,10,7,3.0,2.0,4.0,3.0,4.0,3.0,,,,,
2016-03-27,1,11,0,8,4.0,3.0,0.0,0.0,5.0,4.0,,,,,
2016-03-28,0,12,1,0,5.0,4.0,1.0,1.0,6.0,5.0,,,,,
2016-03-29,1,13,0,0,6.0,5.0,2.0,0.0,0.0,0.0,,,,,
2016-03-30,2,14,0,1,0.0,6.0,0.0,0.0,1.0,0.0,,,,,
2016-03-31,3,15,0,0,0.0,7.0,0.0,0.0,0.0,0.0,,,,,
2016-04-01,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2016-04-02,0,1,1,0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,
2016-04-03,0,2,2,0,1.0,0.0,2.0,2.0,0.0,0.0,,,,,
2016-04-04,0,3,3,1,2.0,0.0,3.0,3.0,0.0,0.0,,,,,
2016-04-05,0,4,4,2,3.0,0.0,4.0,4.0,0.0,1.0,,,,,
2016-04-06,0,5,5,3,4.0,0.0,5.0,5.0,0.0,0.0,,,,,
2016-04-07,0,6,6,4,0.0,1.0,6.0,6.0,1.0,0.0,,,,,
2016-04-08,0,0,7,5,0.0,0.0,7.0,7.0,0.0,0.0,,,,,
2016-04-09,1,1,8,0,1.0,1.0,8.0,8.0,1.0,0.0,,,,,
2016-04-10,2,2,9,0,2.0,2.0,9.0,9.0,0.0,0.0,,,,,
2016-04-11,0,3,10,1,3.0,0.0,10.0,10.0,1.0,1.0,,,,,
2016-04-12,0,4,11,2,0.0,0.0,11.0,11.0,2.0,2.0,,,,,
2016-04-13,0,5,12,0,1.0,1.0,12.0,12.0,3.0,3.0,,,,,
2016-04-14,1,6,13,0,2.0,2.0,13.0,13.0,4.0,4.0,,,,,
2016-04-15,0,7,14,1,3.0,3.0,14.0,14.0,0.0,5.0,,,,,
2016-04-16,1,8,15,2,4.0,4.0,15.0,0.0,0.0,6.0,,,,,
2016-04-17,0,9,0,0,0.0,5.0,0.0,1.0,0.0,0.0,,,,,
2016-04-18,0,10,1,1,1.0,0.0,1.0,0.0,0.0,0.0,,,,,
2016-04-19,0,11,2,2,0.0,0.0,2.0,0.0,0.0,0.0,,,,,
2016-04-20,1,12,3,3,1.0,1.0,3.0,1.0,0.0,0.0,,,,,
2016-04-21,2,0,0,4,0.0,0.0,0.0,2.0,0.0,1.0,,,,,
2016-04-22,3,0,1,5,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
2016-04-23,4,1,2,6,0.0,2.0,1.0,0.0,0.0,0.0,,,,,
2016-04-24,5,2,3,0,0.0,3.0,2.0,1.0,1.0,1.0,,,,,
2016-04-25,6,3,4,1,0.0,4.0,3.0,2.0,0.0,0.0,,,,,
2016-04-26,7,4,5,2,1.0,5.0,4.0,3.0,0.0,0.0,,,,,
2016-04-27,8,5,6,3,0.0,6.0,5.0,4.0,1.0,1.0,,,,,
2016-04-28,9,6,7,4,1.0,7.0,6.0,5.0,0.0,0.0,,,,,
2016-04-29,0,7,8,5,2.0,8.0,7.0,6.0,1.0,1.0,,,,,
2016-04-30,1,8,9,0,0.0,9.0,8.0,7.0,2.0,2.0,,,,,
2016-05-01,0,9,10,1,0.0,10.0,9.0,8.0,3.0,3.0,,,,,
2016-05-02,0,10,11,2,0.0,0.0,10.0,9.0,0.0,0.0,,,,,
2016-05-03,0,11,12,0,1.0,0.0,11.0,10.0,0.0,0.0,,,,,
2016-05-04,0,12,13,1,2.0,0.0,12.0,11.0,1.0,1.0,,,,,
2016-05-05,1,13,14,2,3.0,1.0,13.0,0.0,0.0,0.0,,,,,
2016-05-06,2,14,15,0,4.0,2.0,14.0,1.0,0.0,0.0,,,,,
2016-05-07,0,15,16,0,5.0,0.0,15.0,2.0,0.0,0.0,,,,,
2016-05-08,1,16,17,0,6.0,1.0,16.0,3.0,1.0,1.0,,,,,
2016-05-09,2,17,18,0,7.0,2.0,17.0,4.0,2.0,2.0,,,,,
2016-05-10,3,18,19,1,8.0,3.0,18.0,5.0,0.0,0.0,,,,,
2016-05-11,4,19,20,2,9.0,4.0,19.0,6.0,0.0,0.0,,,,,
2016-05-12,5,0,0,3,10.0,5.0,0.0,0.0,1.0,1.0,,,,,
2016-05-13,6,0,0,4,0.0,6.0,0.0,1.0,0.0,0.0,,,,,
2016-05-14,7,0,1,5,0.0,7.0,1.0,2.0,0.0,1.0,,,,,
2016-05-15,8,1,2,6,1.0,8.0,2.0,3.0,1.0,2.0,,,,,
2016-05-16,0,2,3,7,2.0,0.0,3.0,4.0,2.0,3.0,,,,,
2016-05-17,0,3,4,8,3.0,0.0,4.0,5.0,3.0,4.0,,,,,
2016-05-18,0,4,5,9,4.0,0.0,5.0,6.0,4.0,5.0,,,,,
2016-05-19,1,5,6,10,5.0,1.0,6.0,7.0,5.0,6.0,,,,,
2016-05-20,2,6,7,0,0.0,2.0,0.0,0.0,6.0,7.0,,,,,
2016-05-21,3,7,8,0,0.0,3.0,0.0,0.0,7.0,8.0,,,,,
2016-05-22,4,8,0,1,0.0,4.0,0.0,0.0,8.0,0.0,,,,,
2016-05-23,5,9,0,2,1.0,5.0,0.0,0.0,9.0,1.0,,,,,
2016-05-24,6,10,0,0,0.0,6.0,0.0,0.0,10.0,0.0,,,,,
2016-05-25,7,11,1,0,1.0,7.0,0.0,0.0,0.0,0.0,,,,,
2016-05-26,8,12,2,1,2.0,8.0,1.0,1.0,1.0,1.0,,,,,
2016-05-27,9,13,0,2,3.0,9.0,0.0,0.0,2.0,2.0,,,,,
2016-05-28,10,14,0,3,4.0,10.0,0.0,0.0,3.0,3.0,,,,,
2016-05-29,11,15,0,4,5.0,0.0,0.0,0.0,4.0,4.0,,,,,
2016-05-30,12,16,0,5,6.0,1.0,1.0,1.0,5.0,0.0,,,,,
2016-05-31,13,17,1,6,7.0,2.0,2.0,0.0,6.0,0.0,,,,,
2016-06-01,14,18,2,7,8.0,3.0,3.0,1.0,0.0,0.0,,,,,
2016-06-02,0,19,3,8,9.0,0.0,4.0,0.0,0.0,1.0,,,,,
2016-06-03,1,20,0,9,10.0,0.0,5.0,1.0,0.0,0.0,,,,,
2016-06-04,0,21,0,10,11.0,0.0,0.0,0.0,0.0,0.0,,,,,
2016-06-05,0,22,1,11,12.0,0.0,1.0,1.0,0.0,0.0,,,,,
2016-06-06,0,23,2,12,13.0,0.0,0.0,0.0,0.0,1.0,,,,,
2016-06-07,1,0,3,13,0.0,0.0,1.0,1.0,1.0,2.0,,,,,
2016-06-08,0,1,4,14,1.0,1.0,2.0,2.0,2.0,3.0,,,,,
2016-06-09,1,2,5,15,2.0,0.0,3.0,3.0,3.0,4.0,,,,,
2016-06-10,2,3,6,16,3.0,1.0,4.0,4.0,4.0,5.0,,,,,
2016-06-11,3,4,7,17,4.0,2.0,5.0,0.0,5.0,6.0,,,,,
2016-06-12,4,5,8,18,5.0,0.0,6.0,1.0,6.0,7.0,,,,,
2016-06-13,5,6,9,19,6.0,0.0,7.0,2.0,7.0,8.0,,,,,
2016-06-14,6,7,0,20,7.0,0.0,8.0,3.0,8.0,9.0,,,,,
2016-06-15,7,8,0,21,8.0,1.0,0.0,4.0,9.0,10.0,,,,,
2016-06-16,8,9,0,22,9.0,2.0,0.0,5.0,10.0,11.0,,,,,
2016-06-17,9,10,0,23,10.0,3.0,0.0,6.0,11.0,12.0,,,,,
2016-06-18,10,11,0,24,0.0,0.0,0.0,0.0,12.0,13.0,,,,,
2016-06-19,11,0,0,0,0.0,1.0,0.0,0.0,13.0,14.0,,,,,
2016-06-20,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
2016-06-21,1,2,2,0,2.0,0.0,1.0,1.0,1.0,1.0,,,,,
2016-06-22,0,3,3,0,0.0,0.0,2.0,2.0,2.0,2.0,,,,,
2016-06-23,1,4,4,1,1.0,0.0,3.0,3.0,3.0,3.0,,,,,
2016-06-24,2,5,5,2,2.0,1.0,0.0,4.0,4.0,4.0,,,,,
2016-06-25,3,6,0,0,3.0,2.0,0.0,0.0,5.0,5.0,,,,,
2016-06-26,4,0,0,0,0.0,3.0,0.0,0.0,6.0,6.0,,,,,
2016-06-27,5,0,1,0,0.0,4.0,1.0,0.0,7.0,7.0,,,,,
2016-06-28,6,1,2,0,1.0,5.0,2.0,1.0,8.0,8.0,,,,,
2016-06-29,0,2,3,0,2.0,6.0,3.0,2.0,9.0,9.0,,,,,
2016-06-30,1,3,4,0,3.0,7.0,4.0,3.0,10.0,10.0,,,,,
2016-07-01,2,4,5,1,4.0,8.0,5.0,4.0,11.0,11.0,,,,,
2016-07-02,3,5,6,2,5.0,9.0,6.0,5.0,12.0,12.0,,,,,
2016-07-03,4,6,7,3,6.0,10.0,0.0,0.0,13.0,13.0,,,,,
2016-07-04,5,7,8,4,7.0,11.0,1.0,0.0,14.0,14.0,,,,,
2016-07-05,6,8,0,5,8.0,12.0,0.0,0.0,15.0,15.0,,,,,
2016-07-06,7,9,1,6,9.0,13.0,0.0,0.0,16.0,16.0,,,,,
2016-07-07,8,10,2,7,10.0,14.0,1.0,0.0,17.0,17.0,,,,,
2016-07-08,9,11,3,8,11.0,15.0,2.0,1.0,18.0,18.0,,,,,
2016-07-09,10,12,4,9,12.0,16.0,3.0,0.0,19.0,19.0,,,,,
2016-07-10,11,13,5,10,13.0,17.0,4.0,0.0,20.0,20.0,,,,,
2016-07-11,12,14,6,11,14.0,18.0,5.0,1.0,21.0,21.0,,,,,
2016-07-12,13,0,7,12,15.0,19.0,6.0,0.0,22.0,22.0,,,,,
2016-07-13,14,1,8,13,16.0,20.0,0.0,0.0,23.0,23.0,,,,,
2016-07-14,15,2,9,14,17.0,21.0,1.0,0.0,24.0,24.0,,,,,
2016-07-15,16,3,10,15,18.0,22.0,2.0,1.0,25.0,25.0,,,,,
2016-07-16,17,4,11,16,19.0,23.0,3.0,2.0,26.0,26.0,,,,,
2016-07-17,18,5,12,17,20.0,24.0,0.0,3.0,27.0,27.0,,,,,
2016-07-18,19,6,13,18,21.0,25.0,1.0,4.0,28.0,28.0,,,,,
2016-07-19,0,7,14,0,22.0,26.0,2.0,5.0,29.0,29.0,,,,,
2016-07-20,1,8,15,1,23.0,27.0,3.0,6.0,30.0,30.0,,,,,
2016-07-21,0,9,0,2,0.0,28.0,0.0,0.0,0.0,0.0,,,,,
2016-07-22,0,0,0,3,0.0,29.0,0.0,0.0,0.0,0.0,,,,,
2016-07-23,1,1,1,0,1.0,30.0,1.0,0.0,1.0,1.0,,,,,
2016-07-24,0,0,0,1,0.0,31.0,0.0,1.0,2.0,2.0,,,,,
2016-07-25,0,0,0,2,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
2016-07-26,0,0,0,3,1.0,0.0,0.0,0.0,1.0,1.0,,,,,
2016-07-27,0,0,1,4,0.0,1.0,0.0,0.0,0.0,2.0,,,,,
2016-07-28,1,1,2,0,0.0,2.0,1.0,1.0,1.0,3.0,,,,,
2016-07-29,2,2,3,0,1.0,3.0,2.0,2.0,2.0,4.0,,,,,
2016-07-30,3,3,4,1,2.0,4.0,3.0,3.0,3.0,5.0,,,,,
2016-07-31,4,4,5,2,3.0,5.0,0.0,4.0,4.0,6.0,,,,,
2016-08-01,5,5,0,3,4.0,6.0,0.0,5.0,5.0,7.0,,,,,
2016-08-02,6,6,1,4,5.0,7.0,0.0,6.0,6.0,8.0,,,,,
2016-08-03,7,7,0,5,6.0,8.0,0.0,0.0,7.0,9.0,,,,,
2016-08-04,8,0,1,6,7.0,9.0,0.0,0.0,8.0,10.0,,,,,
2016-08-05,9,1,0,7,8.0,10.0,0.0,0.0,9.0,0.0,,,,,
2016-08-06,10,2,0,0,9.0,11.0,0.0,0.0,10.0,1.0,,,,,
2016-08-07,11,3,1,1,10.0,12.0,1.0,0.0,11.0,2.0,,,,,
2016-08-08,12,4,0,2,11.0,13.0,0.0,0.0,12.0,3.0,,,,,
2016-08-09,13,5,0,3,12.0,14.0,0.0,0.0,13.0,4.0,,,,,
2016-08-10,14,6,0,4,0.0,15.0,0.0,0.0,14.0,5.0,,,,,
2016-08-11,15,0,0,0,1.0,16.0,0.0,0.0,15.0,6.0,,,,,
2016-08-12,16,1,1,1,2.0,17.0,1.0,0.0,16.0,7.0,,,,,
2016-08-13,17,2,2,2,3.0,18.0,2.0,0.0,17.0,0.0,,,,,
2016-08-14,18,3,3,3,4.0,19.0,0.0,0.0,18.0,0.0,,,,,
2016-08-15,0,4,4,4,5.0,20.0,1.0,1.0,19.0,0.0,,,,,
2016-08-16,0,5,5,5,6.0,21.0,2.0,2.0,20.0,0.0,,,,,
2016-08-17,1,6,6,0,7.0,22.0,3.0,3.0,21.0,1.0,,,,,
2016-08-18,2,7,7,1,8.0,23.0,4.0,0.0,0.0,0.0,,,,,
2016-08-19,3,8,8,2,9.0,24.0,5.0,0.0,0.0,0.0,,,,,
2016-08-20,4,9,0,3,10.0,25.0,6.0,0.0,0.0,0.0,,,,,
2016-08-21,5,10,1,4,11.0,0.0,7.0,1.0,1.0,1.0,,,,,
2016-08-22,6,11,2,5,12.0,1.0,8.0,2.0,2.0,2.0,,,,,
2016-08-23,7,12,3,6,13.0,2.0,9.0,0.0,3.0,3.0,,,,,
2016-08-24,8,0,0,7,0.0,3.0,0.0,0.0,0.0,0.0,,,,,
2016-08-25,9,1,1,0,0.0,4.0,1.0,0.0,0.0,0.0,,,,,
2016-08-26,10,2,2,1,1.0,5.0,2.0,1.0,0.0,0.0,,,,,
2016-08-27,11,3,0,2,2.0,6.0,0.0,2.0,1.0,0.0,,,,,
2016-08-28,12,4,0,3,3.0,7.0,1.0,0.0,2.0,1.0,,,,,
2016-08-29,13,5,1,4,4.0,8.0,0.0,1.0,0.0,2.0,,,,,
2016-08-30,14,6,2,5,5.0,0.0,1.0,0.0,1.0,3.0,,,,,
2016-08-31,0,7,3,6,6.0,0.0,0.0,1.0,2.0,4.0,,,,,
2016-09-01,1,8,4,7,0.0,1.0,1.0,2.0,3.0,5.0,,,,,
2016-09-02,2,9,5,8,1.0,2.0,2.0,3.0,4.0,6.0,,,,,
2016-09-03,3,10,6,9,2.0,3.0,3.0,4.0,5.0,7.0,,,,,
2016-09-04,4,11,7,10,3.0,4.0,4.0,5.0,6.0,8.0,,,,,
2016-09-05,5,12,8,11,4.0,5.0,5.0,6.0,7.0,9.0,,,,,
2016-09-06,6,13,9,12,5.0,6.0,6.0,7.0,8.0,10.0,,,,,
2016-09-07,7,14,10,0,6.0,7.0,7.0,0.0,9.0,11.0,,,,,
2016-09-08,8,0,0,1,7.0,8.0,8.0,0.0,10.0,12.0,,,,,
2016-09-09,9,0,0,2,0.0,9.0,9.0,0.0,11.0,13.0,,,,,
2016-09-10,10,0,0,3,1.0,10.0,0.0,1.0,12.0,14.0,,,,,
2016-09-11,11,1,1,4,0.0,11.0,1.0,2.0,13.0,15.0,,,,,
2016-09-12,12,2,2,5,1.0,12.0,2.0,0.0,14.0,0.0,,,,,
2016-09-13,13,3,3,6,2.0,13.0,0.0,0.0,15.0,1.0,,,,,
2016-09-14,14,4,4,7,3.0,14.0,0.0,1.0,16.0,2.0,,,,,
2016-09-15,15,5,5,8,4.0,15.0,1.0,2.0,17.0,3.0,,,,,
2016-09-16,16,6,6,9,5.0,16.0,2.0,3.0,18.0,4.0,,,,,
2016-09-17,17,7,7,0,6.0,17.0,3.0,4.0,19.0,0.0,,,,,
2016-09-18,18,8,8,1,7.0,18.0,4.0,5.0,0.0,1.0,,,,,
2016-09-19,19,9,0,2,8.0,19.0,5.0,0.0,1.0,2.0,,,,,
2016-09-20,20,0,0,3,9.0,20.0,0.0,0.0,2.0,3.0,,,,,
2016-09-21,21,0,0,4,10.0,21.0,0.0,0.0,3.0,4.0,,,,,
2016-09-22,22,1,0,5,11.0,22.0,1.0,0.0,4.0,5.0,,,,,
2016-09-23,23,2,1,6,12.0,23.0,2.0,1.0,5.0,6.0,,,,,
2016-09-24,24,3,2,7,13.0,24.0,3.0,2.0,6.0,7.0,,,,,
2016-09-25,25,4,3,8,14.0,25.0,4.0,3.0,7.0,0.0,,,,,
2016-09-26,0,5,4,9,15.0,0.0,5.0,4.0,0.0,0.0,,,,,
2016-09-27,1,6,5,10,16.0,1.0,6.0,5.0,1.0,0.0,,,,,
2016-09-28,2,7,6,11,17.0,2.0,7.0,6.0,2.0,1.0,,,,,
2016-09-29,3,8,7,12,18.0,3.0,8.0,7.0,3.0,2.0,,,,,
2016-09-30,4,9,8,13,19.0,4.0,9.0,8.0,4.0,3.0,,,,,
2016-10-01,5,10,9,14,0.0,5.0,10.0,9.0,5.0,4.0,,,,,
2016-10-02,6,11,10,15,1.0,6.0,11.0,10.0,6.0,5.0,,,,,
2016-10-03,0,12,11,16,2.0,7.0,12.0,11.0,7.0,6.0,,,,,
2016-10-04,1,13,12,17,3.0,8.0,0.0,0.0,8.0,7.0,,,,,
2016-10-05,2,0,13,0,0.0,9.0,0.0,0.0,9.0,8.0,,,,,
2016-10-06,3,0,0,1,0.0,10.0,0.0,0.0,10.0,9.0,,,,,
2016-10-07,4,0,0,0,0.0,11.0,0.0,0.0,11.0,10.0,,,,,
2016-10-08,5,1,0,1,0.0,12.0,0.0,0.0,12.0,11.0,,,,,
2016-10-09,6,2,1,2,0.0,13.0,1.0,1.0,13.0,12.0,,,,,
2016-10-10,7,3,2,0,1.0,14.0,2.0,2.0,14.0,13.0,,,,,
2016-10-11,8,4,3,0,2.0,15.0,3.0,3.0,15.0,14.0,,,,,
2016-10-12,9,5,4,1,3.0,16.0,4.0,4.0,0.0,15.0,,,,,
2016-10-13,10,6,5,0,0.0,17.0,5.0,0.0,1.0,16.0,,,,,
2016-10-14,11,7,6,1,1.0,18.0,6.0,1.0,2.0,17.0,,,,,
2016-10-15,12,8,7,2,2.0,19.0,7.0,0.0,3.0,18.0,,,,,
2016-10-16,13,9,8,3,3.0,20.0,8.0,1.0,4.0,19.0,,,,,
2016-10-17,14,10,9,4,4.0,21.0,9.0,0.0,5.0,20.0,,,,,
2016-10-18,15,11,0,5,5.0,22.0,0.0,0.0,6.0,21.0,,,,,
2016-10-19,16,0,0,6,0.0,23.0,0.0,0.0,7.0,22.0,,,,,
2016-10-20,17,1,1,7,1.0,24.0,1.0,1.0,8.0,0.0,,,,,
2016-10-21,18,2,2,8,2.0,25.0,2.0,2.0,9.0,1.0,,,,,
2016-10-22,19,0,3,0,0.0,26.0,3.0,3.0,10.0,2.0,,,,,
2016-10-23,20,1,4,0,0.0,27.0,0.0,4.0,0.0,3.0,,,,,
2016-10-24,21,2,5,0,1.0,28.0,1.0,5.0,1.0,0.0,,,,,
2016-10-25,22,3,6,0,2.0,0.0,2.0,6.0,0.0,1.0,,,,,
2016-10-26,23,4,7,1,3.0,1.0,3.0,7.0,1.0,2.0,,,,,
2016-10-27,24,5,8,2,4.0,0.0,4.0,8.0,2.0,3.0,,,,,
2016-10-28,25,6,9,3,5.0,1.0,5.0,9.0,0.0,0.0,,,,,
2016-10-29,26,7,10,4,6.0,2.0,6.0,0.0,1.0,1.0,,,,,
2016-10-30,27,8,11,5,7.0,3.0,7.0,0.0,2.0,2.0,,,,,
2016-10-31,28,9,12,6,8.0,4.0,8.0,1.0,3.0,3.0,,,,,
2016-11-01,29,10,13,7,9.0,5.0,9.0,0.0,0.0,4.0,,,,,
2016-11-02,0,11,0,8,10.0,0.0,0.0,0.0,0.0,0.0,,,,,
2016-11-03,0,12,1,9,11.0,0.0,1.0,1.0,0.0,0.0,,,,,
2016-11-04,0,13,2,10,12.0,0.0,2.0,2.0,0.0,1.0,,,,,
2016-11-05,0,14,3,11,13.0,0.0,3.0,3.0,0.0,0.0,,,,,
2016-11-06,1,15,4,12,14.0,1.0,4.0,4.0,1.0,1.0,,,,,
2016-11-07,2,16,0,13,15.0,2.0,5.0,0.0,0.0,0.0,,,,,
2016-11-08,0,17,0,14,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2016-11-09,0,0,1,15,0.0,0.0,1.0,1.0,0.0,0.0,,,,,
2016-11-10,0,1,0,16,1.0,0.0,2.0,0.0,0.0,0.0,,,,,
2016-11-11,0,2,1,0,2.0,0.0,3.0,1.0,0.0,0.0,,,,,
2016-11-12,0,3,2,0,3.0,0.0,4.0,2.0,1.0,0.0,,,,,
2016-11-13,0,4,0,1,4.0,0.0,0.0,0.0,2.0,1.0,,,,,
2016-11-14,0,5,0,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2016-11-15,1,6,0,0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,
2016-11-16,2,7,1,0,0.0,2.0,1.0,2.0,0.0,0.0,,,,,
2016-11-17,3,8,2,0,0.0,3.0,2.0,3.0,1.0,1.0,,,,,
2016-11-18,4,9,3,0,1.0,4.0,3.0,0.0,0.0,0.0,,,,,
2016-11-19,5,10,4,0,2.0,0.0,4.0,1.0,0.0,0.0,,,,,
2016-11-20,6,11,5,0,0.0,1.0,5.0,2.0,0.0,0.0,,,,,
2016-11-21,7,12,6,0,0.0,0.0,6.0,3.0,0.0,0.0,,,,,
2016-11-22,8,13,7,0,1.0,1.0,7.0,4.0,1.0,1.0,,,,,
2016-11-23,9,14,8,0,2.0,2.0,8.0,5.0,2.0,2.0,,,,,
2016-11-24,10,15,9,1,3.0,3.0,9.0,6.0,0.0,3.0,,,,,
2016-11-25,0,16,10,2,4.0,0.0,10.0,7.0,0.0,4.0,,,,,
2016-11-26,1,17,11,3,5.0,1.0,11.0,8.0,1.0,5.0,,,,,
2016-11-27,2,18,12,4,6.0,0.0,12.0,9.0,2.0,6.0,,,,,
2016-11-28,0,19,13,5,7.0,1.0,13.0,0.0,3.0,7.0,,,,,
